,iso2,year,age,cases,sex
18164,BZ,1995,35-44,4,m
18165,BZ,1996,35-44,2,m
18166,BZ,1997,35-44,3,m
18169,BZ,2000,35-44,2,m
18170,BZ,2001,35-44,9,m
18171,BZ,2002,35-44,7,m
18172,BZ,2003,35-44,10,m
18173,BZ,2004,35-44,8,m
18174,BZ,2005,35-44,6,m
18175,BZ,2006,35-44,7,m
18176,BZ,2007,35-44,8,m
18177,BZ,2008,35-44,15,m
18178,CA,1980,35-44,83,m
18179,CA,1981,35-44,64,m
18180,CA,1982,35-44,69,m
18181,CA,1983,35-44,62,m
18182,CA,1984,35-44,58,m
18183,CA,1985,35-44,59,m
18184,CA,1986,35-44,62,m
18185,CA,1987,35-44,60,m
18186,CA,1988,35-44,62,m
18187,CA,1989,35-44,60,m
18188,CA,1990,35-44,55,m
18189,CA,1991,35-44,53,m
18190,CA,1992,35-44,58,m
18191,CA,1993,35-44,53,m
18192,CA,1994,35-44,42,m
18193,CA,1995,35-44,60,m
18194,CA,1996,35-44,48,m
18195,CA,1997,35-44,44,m
18196,CA,1998,35-44,51,m
18197,CA,1999,35-44,51,m
18198,CA,2000,35-44,46,m
18199,CA,2001,35-44,56,m
18200,CA,2002,35-44,50,m
18201,CA,2003,35-44,37,m
18202,CA,2004,35-44,38,m
18203,CA,2005,35-44,44,m
18204,CA,2006,35-44,33,m
18205,CA,2007,35-44,51,m
18206,CA,2008,35-44,49,m
18222,CD,1995,35-44,1890,m
18223,CD,1996,35-44,1492,m
18224,CD,1997,35-44,1599,m
18225,CD,1998,35-44,3578,m
18226,CD,1999,35-44,4191,m
18227,CD,2000,35-44,4151,m
18228,CD,2001,35-44,4817,m
18229,CD,2002,35-44,4994,m
18230,CD,2003,35-44,6193,m
18231,CD,2004,35-44,7114,m
18232,CD,2005,35-44,7577,m
18233,CD,2006,35-44,7321,m
18234,CD,2007,35-44,7925,m
18235,CD,2008,35-44,8552,m
18248,CF,1995,35-44,206,m
18249,CF,1996,35-44,234,m
18250,CF,1997,35-44,282,m
18251,CF,1998,35-44,328,m
18252,CF,1999,35-44,367,m
18254,CF,2001,35-44,171,m
18255,CF,2002,35-44,414,m
18257,CF,2004,35-44,575,m
18258,CF,2005,35-44,160,m
18259,CF,2006,35-44,923,m
18261,CF,2008,35-44,515,m
18277,CG,1995,35-44,221,m
18281,CG,1999,35-44,229,m
18283,CG,2001,35-44,437,m
18286,CG,2004,35-44,451,m
18288,CG,2006,35-44,392,m
18289,CG,2007,35-44,482,m
18290,CG,2008,35-44,469,m
18306,CH,1995,35-44,26,m
18307,CH,1996,35-44,27,m
18308,CH,1997,35-44,15,m
18309,CH,1998,35-44,26,m
18310,CH,1999,35-44,17,m
18311,CH,2000,35-44,10,m
18312,CH,2001,35-44,13,m
18313,CH,2002,35-44,11,m
18314,CH,2003,35-44,19,m
18315,CH,2004,35-44,8,m
18316,CH,2005,35-44,13,m
18317,CH,2006,35-44,11,m
18318,CH,2007,35-44,11,m
18319,CH,2008,35-44,5,m
18335,CI,1995,35-44,1344,m
18336,CI,1996,35-44,1107,m
18337,CI,1997,35-44,1326,m
18338,CI,1998,35-44,1471,m
18339,CI,1999,35-44,1240,m
18341,CI,2001,35-44,1378,m
18342,CI,2002,35-44,1490,m
18343,CI,2003,35-44,1517,m
18344,CI,2004,35-44,1530,m
18345,CI,2005,35-44,1606,m
18346,CI,2006,35-44,1614,m
18347,CI,2007,35-44,1817,m
18348,CI,2008,35-44,1842,m
18349,CK,1980,35-44,1,m
18350,CK,1981,35-44,0,m
18351,CK,1982,35-44,1,m
18352,CK,1983,35-44,0,m
18353,CK,1984,35-44,0,m
18354,CK,1985,35-44,1,m
18355,CK,1986,35-44,0,m
18356,CK,1987,35-44,1,m
18358,CK,1989,35-44,0,m
18360,CK,1991,35-44,0,m
18361,CK,1992,35-44,0,m
18362,CK,1993,35-44,0,m
18363,CK,1994,35-44,0,m
18364,CK,1995,35-44,0,m
18365,CK,1996,35-44,0,m
18366,CK,1997,35-44,0,m
18367,CK,1998,35-44,0,m
18369,CK,2000,35-44,0,m
18370,CK,2001,35-44,0,m
18371,CK,2002,35-44,0,m
18372,CK,2003,35-44,0,m
18373,CK,2004,35-44,0,m
18374,CK,2005,35-44,0,m
18375,CK,2006,35-44,0,m
18377,CK,2008,35-44,1,m
18393,CL,1995,35-44,204,m
18394,CL,1996,35-44,207,m
18395,CL,1997,35-44,224,m
18397,CL,1999,35-44,204,m
18398,CL,2000,35-44,198,m
18399,CL,2001,35-44,213,m
18400,CL,2002,35-44,196,m
18401,CL,2003,35-44,181,m
18402,CL,2004,35-44,179,m
18403,CL,2005,35-44,179,m
18404,CL,2006,35-44,176,m
18405,CL,2007,35-44,140,m
18406,CL,2008,35-44,148,m
18422,CM,1995,35-44,323,m
18423,CM,1996,35-44,291,m
18424,CM,1997,35-44,387,m
18425,CM,1998,35-44,787,m
18426,CM,1999,35-44,736,m
18427,CM,2000,35-44,584,m
18428,CM,2001,35-44,732,m
18429,CM,2002,35-44,1117,m
18430,CM,2003,35-44,1516,m
18431,CM,2004,35-44,1575,m
18432,CM,2005,35-44,1766,m
18433,CM,2006,35-44,1820,m
18434,CM,2007,35-44,1874,m
18435,CM,2008,35-44,2016,m
18449,CN,1995,35-44,15487,m
18450,CN,1996,35-44,19695,m
18451,CN,1997,35-44,23006,m
18452,CN,1998,35-44,25088,m
18453,CN,1999,35-44,25095,m
18454,CN,2000,35-44,25206,m
18455,CN,2001,35-44,25544,m
18456,CN,2002,35-44,22645,m
18457,CN,2003,35-44,31604,m
18458,CN,2004,35-44,45408,m
18459,CN,2005,35-44,55400,m
18460,CN,2006,35-44,56733,m
18461,CN,2007,35-44,56224,m
18462,CN,2008,35-44,56182,m
18482,CO,1999,35-44,1796,m
18483,CO,2000,35-44,963,m
18484,CO,2001,35-44,722,m
18485,CO,2002,35-44,688,m
18486,CO,2003,35-44,844,m
18487,CO,2004,35-44,743,m
18488,CO,2005,35-44,666,m
18489,CO,2006,35-44,737,m
18490,CO,2007,35-44,694,m
18491,CO,2008,35-44,666,m
18507,CR,1995,35-44,24,m
18508,CR,1996,35-44,19,m
18509,CR,1997,35-44,69,m
18510,CR,1998,35-44,67,m
18511,CR,1999,35-44,89,m
18512,CR,2000,35-44,62,m
18513,CR,2001,35-44,72,m
18514,CR,2002,35-44,44,m
18515,CR,2003,35-44,32,m
18516,CR,2004,35-44,45,m
18517,CR,2005,35-44,53,m
18518,CR,2006,35-44,29,m
18519,CR,2007,35-44,28,m
18520,CR,2008,35-44,31,m
18536,CU,1995,35-44,83,m
18537,CU,1996,35-44,86,m
18538,CU,1997,35-44,83,m
18539,CU,1998,35-44,109,m
18540,CU,1999,35-44,97,m
18541,CU,2000,35-44,90,m
18542,CU,2001,35-44,87,m
18543,CU,2002,35-44,83,m
18544,CU,2003,35-44,91,m
18545,CU,2004,35-44,95,m
18546,CU,2005,35-44,90,m
18547,CU,2006,35-44,93,m
18549,CU,2008,35-44,108,m
18562,CV,1997,35-44,19,m
18563,CV,1998,35-44,14,m
18565,CV,2001,35-44,6,m
18566,CV,2002,35-44,20,m
18567,CV,2003,35-44,32,m
18568,CV,2004,35-44,17,m
18569,CV,2005,35-44,26,m
18570,CV,2006,35-44,18,m
18571,CV,2007,35-44,26,m
18572,CV,2008,35-44,29,m
18588,CY,1995,35-44,0,m
18589,CY,1996,35-44,0,m
18591,CY,1998,35-44,0,m
18592,CY,1999,35-44,2,m
18595,CY,2002,35-44,1,m
18596,CY,2003,35-44,3,m
18597,CY,2004,35-44,0,m
18598,CY,2005,35-44,1,m
18599,CY,2006,35-44,1,m
18600,CY,2007,35-44,0,m
18601,CY,2008,35-44,0,m
18617,CZ,1995,35-44,83,m
18618,CZ,1996,35-44,77,m
18619,CZ,1997,35-44,71,m
18620,CZ,1998,35-44,88,m
18621,CZ,1999,35-44,62,m
18622,CZ,2000,35-44,52,m
18623,CZ,2001,35-44,47,m
18624,CZ,2002,35-44,39,m
18625,CZ,2003,35-44,42,m
18626,CZ,2004,35-44,36,m
18627,CZ,2005,35-44,57,m
18628,CZ,2006,35-44,39,m
18629,CZ,2007,35-44,35,m
18630,CZ,2008,35-44,39,m
18646,DE,1995,35-44,539,m
18647,DE,1996,35-44,520,m
18648,DE,1997,35-44,459,m
18649,DE,1998,35-44,448,m
18650,DE,1999,35-44,419,m
18652,DE,2001,35-44,136,m
18653,DE,2002,35-44,102,m
18654,DE,2003,35-44,177,m
18655,DE,2004,35-44,182,m
18656,DE,2005,35-44,171,m
18657,DE,2006,35-44,169,m
18658,DE,2007,35-44,314,m
18659,DE,2008,35-44,114,m
18674,DJ,1996,35-44,139,m
18675,DJ,1997,35-44,167,m
18676,DJ,1998,35-44,191,m
18677,DJ,1999,35-44,159,m
18678,DJ,2000,35-44,139,m
18679,DJ,2001,35-44,125,m
18680,DJ,2002,35-44,124,m
18681,DJ,2003,35-44,132,m
18682,DJ,2004,35-44,142,m
18683,DJ,2005,35-44,119,m
18684,DJ,2006,35-44,165,m
18685,DJ,2007,35-44,142,m
18686,DJ,2008,35-44,180,m
18702,DK,1995,35-44,28,m
18703,DK,1996,35-44,13,m
18704,DK,1997,35-44,23,m
18705,DK,1998,35-44,21,m
18706,DK,1999,35-44,23,m
18707,DK,2000,35-44,24,m
18708,DK,2001,35-44,20,m
18709,DK,2002,35-44,25,m
18710,DK,2003,35-44,23,m
18711,DK,2004,35-44,17,m
18712,DK,2005,35-44,18,m
18713,DK,2006,35-44,15,m
18714,DK,2007,35-44,20,m
18715,DK,2008,35-44,9,m
18732,DM,1996,35-44,2,m
18733,DM,1997,35-44,0,m
18734,DM,1998,35-44,0,m
18738,DM,2006,35-44,1,m
18739,DM,2007,35-44,1,m
18740,DM,2008,35-44,1,m
18757,DO,1996,35-44,128,m
18758,DO,1997,35-44,246,m
18759,DO,1998,35-44,184,m
18760,DO,1999,35-44,356,m
18761,DO,2000,35-44,344,m
18763,DO,2002,35-44,270,m
18764,DO,2003,35-44,331,m
18765,DO,2004,35-44,363,m
18766,DO,2005,35-44,386,m
18767,DO,2006,35-44,340,m
18768,DO,2007,35-44,362,m
18769,DO,2008,35-44,337,m
18786,DZ,1997,35-44,639,m
18788,DZ,1999,35-44,556,m
18789,DZ,2000,35-44,610,m
18790,DZ,2001,35-44,708,m
18791,DZ,2002,35-44,630,m
18792,DZ,2003,35-44,706,m
18793,DZ,2004,35-44,758,m
18794,DZ,2005,35-44,919,m
18795,DZ,2006,35-44,692,m
18796,DZ,2007,35-44,813,m
18797,DZ,2008,35-44,794,m
18816,EC,1998,35-44,58,m
18819,EC,2001,35-44,269,m
18821,EC,2003,35-44,194,m
18822,EC,2004,35-44,563,m
18823,EC,2005,35-44,308,m
18824,EC,2006,35-44,340,m
18825,EC,2007,35-44,367,m
18826,EC,2008,35-44,372,m
18843,EE,1996,35-44,53,m
18844,EE,1997,35-44,59,m
18845,EE,1998,35-44,60,m
18846,EE,1999,35-44,72,m
18847,EE,2000,35-44,53,m
18848,EE,2001,35-44,43,m
18849,EE,2002,35-44,47,m
18850,EE,2003,35-44,38,m
18851,EE,2004,35-44,42,m
18852,EE,2005,35-44,19,m
18853,EE,2006,35-44,24,m
18854,EE,2007,35-44,32,m
18855,EE,2008,35-44,26,m
18871,EG,1995,35-44,460,m
18872,EG,1996,35-44,703,m
18873,EG,1997,35-44,767,m
18874,EG,1998,35-44,761,m
18875,EG,1999,35-44,691,m
18876,EG,2000,35-44,667,m
18877,EG,2001,35-44,614,m
18878,EG,2002,35-44,682,m
18879,EG,2003,35-44,675,m
18880,EG,2004,35-44,588,m
18881,EG,2005,35-44,421,m
18882,EG,2006,35-44,563,m
18883,EG,2007,35-44,629,m
18884,EG,2008,35-44,807,m
18891,ER,1997,35-44,21,m
18892,ER,1998,35-44,19,m
18893,ER,1999,35-44,49,m
18894,ER,2000,35-44,57,m
18895,ER,2001,35-44,77,m
18896,ER,2002,35-44,53,m
18897,ER,2003,35-44,55,m
18898,ER,2004,35-44,45,m
18899,ER,2005,35-44,50,m
18900,ER,2006,35-44,44,m
18901,ER,2007,35-44,73,m
18917,ES,1995,35-44,242,m
18920,ES,1998,35-44,294,m
18923,ES,2001,35-44,351,m
18924,ES,2002,35-44,405,m
18925,ES,2003,35-44,305,m
18926,ES,2004,35-44,312,m
18927,ES,2005,35-44,367,m
18928,ES,2006,35-44,311,m
18929,ES,2007,35-44,379,m
18930,ES,2008,35-44,349,m
18946,ET,1995,35-44,541,m
18947,ET,1996,35-44,854,m
18948,ET,1997,35-44,1365,m
18949,ET,1998,35-44,1610,m
18950,ET,1999,35-44,1925,m
18951,ET,2000,35-44,3082,m
18952,ET,2001,35-44,3233,m
18953,ET,2002,35-44,3128,m
18954,ET,2003,35-44,3737,m
18955,ET,2004,35-44,4060,m
18956,ET,2005,35-44,3454,m
18957,ET,2006,35-44,3567,m
18958,ET,2007,35-44,3545,m
18959,ET,2008,35-44,4067,m
18975,FI,1995,35-44,25,m
18976,FI,1996,35-44,24,m
18977,FI,1997,35-44,22,m
18978,FI,1998,35-44,9,m
18979,FI,1999,35-44,13,m
18980,FI,2000,35-44,22,m
18981,FI,2001,35-44,13,m
18982,FI,2002,35-44,8,m
18983,FI,2003,35-44,8,m
18984,FI,2004,35-44,7,m
18985,FI,2005,35-44,3,m
18986,FI,2006,35-44,5,m
18987,FI,2007,35-44,5,m
18988,FI,2008,35-44,8,m
19003,FJ,1994,35-44,2,m
19004,FJ,1995,35-44,9,m
19005,FJ,1996,35-44,9,m
19006,FJ,1997,35-44,6,m
19007,FJ,1998,35-44,7,m
19008,FJ,1999,35-44,5,m
19009,FJ,2000,35-44,13,m
19010,FJ,2001,35-44,11,m
19011,FJ,2002,35-44,7,m
19012,FJ,2003,35-44,6,m
19013,FJ,2004,35-44,8,m
19014,FJ,2005,35-44,18,m
19015,FJ,2006,35-44,4,m
19016,FJ,2007,35-44,7,m
19017,FJ,2008,35-44,4,m
19031,FM,1995,35-44,3,m
19032,FM,1996,35-44,0,m
19033,FM,1997,35-44,0,m
19034,FM,1998,35-44,4,m
19036,FM,2000,35-44,1,m
19037,FM,2001,35-44,0,m
19038,FM,2002,35-44,1,m
19039,FM,2003,35-44,2,m
19040,FM,2004,35-44,2,m
19042,FM,2006,35-44,6,m
19043,FM,2007,35-44,4,m
19044,FM,2008,35-44,1,m
19060,FR,1995,35-44,502,m
19061,FR,1996,35-44,413,m
19062,FR,1997,35-44,362,m
19064,FR,1999,35-44,310,m
19065,FR,2000,35-44,247,m
19066,FR,2001,35-44,260,m
19067,FR,2002,35-44,223,m
19068,FR,2003,35-44,223,m
19069,FR,2004,35-44,220,m
19070,FR,2005,35-44,222,m
19071,FR,2006,35-44,238,m
19072,FR,2007,35-44,196,m
19073,FR,2008,35-44,161,m
19089,GA,1995,35-44,80,m
19090,GA,1996,35-44,40,m
19092,GA,1998,35-44,129,m
19093,GA,1999,35-44,129,m
19094,GA,2001,35-44,147,m
19095,GA,2002,35-44,148,m
19096,GA,2003,35-44,149,m
19097,GA,2004,35-44,143,m
19098,GA,2005,35-44,140,m
19099,GA,2006,35-44,148,m
19101,GA,2008,35-44,196,m
19119,GB,1997,35-44,90,m
19120,GB,1998,35-44,141,m
19121,GB,1999,35-44,68,m
19122,GB,2000,35-44,96,m
19123,GB,2001,35-44,105,m
19124,GB,2002,35-44,132,m
19125,GB,2003,35-44,128,m
19126,GB,2004,35-44,148,m
19127,GB,2005,35-44,166,m
19128,GB,2006,35-44,213,m
19129,GB,2007,35-44,223,m
19130,GB,2008,35-44,155,m
19148,GD,1997,35-44,0,m
19149,GD,1998,35-44,1,m
19150,GD,1999,35-44,0,m
19156,GD,2006,35-44,0,m
19158,GD,2008,35-44,1,m
19172,GE,1995,35-44,25,m
19173,GE,1996,35-44,93,m
19174,GE,1997,35-44,91,m
19175,GE,1998,35-44,99,m
19176,GE,1999,35-44,151,m
19177,GE,2000,35-44,113,m
19178,GE,2001,35-44,199,m
19179,GE,2002,35-44,181,m
19180,GE,2003,35-44,185,m
19181,GE,2004,35-44,226,m
19182,GE,2005,35-44,268,m
19183,GE,2006,35-44,300,m
19184,GE,2007,35-44,308,m
19185,GE,2008,35-44,906,m
19201,GH,1995,35-44,398,m
19202,GH,1996,35-44,368,m
19203,GH,1997,35-44,781,m
19204,GH,1998,35-44,913,m
19205,GH,1999,35-44,1008,m
19206,GH,2000,35-44,1115,m
19207,GH,2001,35-44,1144,m
19208,GH,2002,35-44,1282,m
19209,GH,2003,35-44,1234,m
19210,GH,2004,35-44,1250,m
19211,GH,2005,35-44,1311,m
19212,GH,2006,35-44,1388,m
19213,GH,2007,35-44,1239,m
19218,GM,1995,35-44,88,m
19219,GM,1996,35-44,100,m
19220,GM,1997,35-44,126,m
19221,GM,1998,35-44,158,m
19222,GM,1999,35-44,124,m
19224,GM,2002,35-44,160,m
19225,GM,2003,35-44,149,m
19226,GM,2004,35-44,151,m
19227,GM,2005,35-44,206,m
19228,GM,2006,35-44,170,m
19230,GM,2008,35-44,167,m
19245,GN,1995,35-44,357,m
19246,GN,1996,35-44,416,m
19247,GN,1997,35-44,483,m
19248,GN,1998,35-44,494,m
19249,GN,1999,35-44,519,m
19250,GN,2000,35-44,570,m
19251,GN,2001,35-44,612,m
19252,GN,2002,35-44,634,m
19253,GN,2003,35-44,671,m
19254,GN,2004,35-44,726,m
19255,GN,2005,35-44,778,m
19256,GN,2006,35-44,916,m
19257,GN,2007,35-44,936,m
19258,GN,2008,35-44,985,m
19270,GQ,1995,35-44,37,m
19272,GQ,1997,35-44,36,m
19273,GQ,1998,35-44,39,m
19275,GQ,2004,35-44,54,m
19278,GQ,2008,35-44,85,m
19294,GR,1997,35-44,34,m
19295,GR,1998,35-44,31,m
19296,GR,1999,35-44,17,m
19297,GR,2000,35-44,32,m
19298,GR,2001,35-44,29,m
19299,GR,2002,35-44,27,m
19300,GR,2003,35-44,25,m
19301,GR,2004,35-44,22,m
19302,GR,2005,35-44,22,m
19303,GR,2006,35-44,22,m
19304,GR,2007,35-44,34,m
19305,GR,2008,35-44,12,m
19321,GT,1995,35-44,236,m
19322,GT,1996,35-44,218,m
19323,GT,1997,35-44,229,m
19324,GT,1998,35-44,234,m
19325,GT,1999,35-44,235,m
19326,GT,2000,35-44,216,m
19327,GT,2001,35-44,169,m
19328,GT,2002,35-44,171,m
19329,GT,2003,35-44,169,m
19330,GT,2004,35-44,209,m
19331,GT,2005,35-44,185,m
19333,GT,2007,35-44,226,m
19334,GT,2008,35-44,193,m
19349,GU,2000,35-44,6,m
19350,GU,2001,35-44,10,m
19351,GU,2002,35-44,5,m
19352,GU,2003,35-44,3,m
19353,GU,2004,35-44,2,m
19354,GU,2005,35-44,4,m
19355,GU,2006,35-44,2,m
19356,GU,2007,35-44,2,m
19357,GU,2008,35-44,7,m
19374,GW,1996,35-44,113,m
19378,GW,2000,35-44,80,m
19380,GW,2002,35-44,128,m
19381,GW,2003,35-44,118,m
19382,GW,2004,35-44,147,m
19383,GW,2005,35-44,153,m
19384,GW,2006,35-44,143,m
19386,GW,2008,35-44,191,m
19402,GY,1995,35-44,6,m
19403,GY,1996,35-44,4,m
19404,GY,1997,35-44,12,m
19405,GY,1998,35-44,42,m
19407,GY,2000,35-44,14,m
19408,GY,2001,35-44,44,m
19409,GY,2002,35-44,94,m
19410,GY,2003,35-44,114,m
19411,GY,2004,35-44,97,m
19412,GY,2005,35-44,116,m
19413,GY,2006,35-44,59,m
19414,GY,2007,35-44,44,m
19415,GY,2008,35-44,71,m
19433,HK,1997,35-44,174,m
19435,HK,1999,35-44,162,m
19436,HK,2000,35-44,160,m
19437,HK,2001,35-44,162,m
19438,HK,2002,35-44,163,m
19439,HK,2003,35-44,140,m
19440,HK,2004,35-44,128,m
19441,HK,2005,35-44,108,m
19442,HK,2006,35-44,135,m
19443,HK,2007,35-44,110,m
19444,HK,2008,35-44,95,m
19460,HN,1995,35-44,204,m
19461,HN,1996,35-44,142,m
19462,HN,1997,35-44,111,m
19463,HN,1998,35-44,211,m
19464,HN,1999,35-44,219,m
19465,HN,2000,35-44,246,m
19466,HN,2001,35-44,344,m
19467,HN,2002,35-44,353,m
19468,HN,2003,35-44,235,m
19469,HN,2004,35-44,259,m
19470,HN,2005,35-44,215,m
19471,HN,2006,35-44,213,m
19472,HN,2007,35-44,194,m
19473,HN,2008,35-44,202,m
19489,HR,1995,35-44,210,m
19491,HR,1997,35-44,180,m
19492,HR,1998,35-44,177,m
19493,HR,1999,35-44,83,m
19495,HR,2001,35-44,186,m
19496,HR,2002,35-44,75,m
19497,HR,2003,35-44,68,m
19498,HR,2004,35-44,68,m
19499,HR,2005,35-44,48,m
19500,HR,2006,35-44,58,m
19502,HR,2008,35-44,34,m
19515,HT,1996,35-44,289,m
19516,HT,1997,35-44,453,m
19517,HT,1998,35-44,656,m
19518,HT,1999,35-44,672,m
19519,HT,2000,35-44,613,m
19520,HT,2001,35-44,587,m
19521,HT,2002,35-44,572,m
19522,HT,2003,35-44,625,m
19523,HT,2004,35-44,606,m
19524,HT,2005,35-44,701,m
19525,HT,2006,35-44,672,m
19526,HT,2007,35-44,760,m
19527,HT,2008,35-44,696,m
19544,HU,1996,35-44,151,m
19545,HU,1997,35-44,163,m
19546,HU,1998,35-44,149,m
19547,HU,1999,35-44,155,m
19548,HU,2000,35-44,85,m
19549,HU,2001,35-44,97,m
19550,HU,2002,35-44,102,m
19551,HU,2003,35-44,89,m
19552,HU,2004,35-44,99,m
19553,HU,2005,35-44,67,m
19554,HU,2006,35-44,71,m
19555,HU,2007,35-44,48,m
19556,HU,2008,35-44,47,m
19571,ID,1995,35-44,306,m
19572,ID,1996,35-44,1443,m
19573,ID,1997,35-44,2221,m
19574,ID,1998,35-44,4054,m
19575,ID,1999,35-44,4999,m
19577,ID,2001,35-44,6241,m
19578,ID,2002,35-44,8760,m
19579,ID,2003,35-44,10925,m
19580,ID,2004,35-44,14881,m
19581,ID,2005,35-44,18401,m
19582,ID,2006,35-44,20332,m
19583,ID,2007,35-44,18606,m
19584,ID,2008,35-44,19224,m
19603,IE,1998,35-44,21,m
19604,IE,1999,35-44,10,m
19605,IE,2000,35-44,7,m
19606,IE,2001,35-44,14,m
19607,IE,2002,35-44,13,m
19608,IE,2003,35-44,13,m
19609,IE,2004,35-44,10,m
19610,IE,2005,35-44,21,m
19611,IE,2006,35-44,17,m
19612,IE,2007,35-44,32,m
19613,IE,2008,35-44,6,m
19630,IL,1996,35-44,21,m
19631,IL,1997,35-44,20,m
19632,IL,1998,35-44,35,m
19633,IL,1999,35-44,22,m
19634,IL,2000,35-44,17,m
19635,IL,2001,35-44,17,m
19636,IL,2002,35-44,13,m
19637,IL,2003,35-44,22,m
19638,IL,2004,35-44,13,m
19639,IL,2005,35-44,12,m
19640,IL,2006,35-44,14,m
19641,IL,2007,35-44,23,m
19642,IL,2008,35-44,18,m
19658,IN,1995,35-44,287,m
19659,IN,1996,35-44,934,m
19660,IN,1997,35-44,1056,m
19661,IN,1998,35-44,1851,m
19662,IN,1999,35-44,7900,m
19663,IN,2000,35-44,30829,m
19664,IN,2001,35-44,29649,m
19665,IN,2002,35-44,55829,m
19666,IN,2003,35-44,63587,m
19667,IN,2004,35-44,74450,m
19668,IN,2005,35-44,76870,m
19669,IN,2006,35-44,82939,m
19670,IN,2007,35-44,88045,m
19671,IN,2008,35-44,90498,m
19687,IQ,1995,35-44,1085,m
19689,IQ,1997,35-44,541,m
19690,IQ,1998,35-44,583,m
19691,IQ,1999,35-44,1081,m
19692,IQ,2000,35-44,297,m
19693,IQ,2001,35-44,275,m
19694,IQ,2002,35-44,308,m
19695,IQ,2003,35-44,355,m
19696,IQ,2004,35-44,288,m
19697,IQ,2005,35-44,261,m
19698,IQ,2006,35-44,278,m
19699,IQ,2007,35-44,276,m
19700,IQ,2008,35-44,317,m
19716,IR,1995,35-44,636,m
19717,IR,1996,35-44,431,m
19718,IR,1997,35-44,420,m
19719,IR,1998,35-44,400,m
19720,IR,1999,35-44,383,m
19721,IR,2000,35-44,387,m
19722,IR,2001,35-44,371,m
19723,IR,2002,35-44,375,m
19724,IR,2003,35-44,396,m
19725,IR,2004,35-44,357,m
19726,IR,2005,35-44,338,m
19727,IR,2006,35-44,365,m
19728,IR,2007,35-44,330,m
19729,IR,2008,35-44,330,m
19745,IS,1995,35-44,0,m
19747,IS,1997,35-44,0,m
19748,IS,1998,35-44,0,m
19749,IS,1999,35-44,1,m
19752,IS,2002,35-44,0,m
19753,IS,2003,35-44,0,m
19754,IS,2004,35-44,0,m
19755,IS,2005,35-44,1,m
19756,IS,2006,35-44,0,m
19757,IS,2007,35-44,0,m
19758,IS,2008,35-44,1,m
19774,IT,1995,35-44,157,m
19775,IT,1996,35-44,168,m
19776,IT,1997,35-44,244,m
19777,IT,1998,35-44,248,m
19778,IT,1999,35-44,137,m
19779,IT,2000,35-44,75,m
19780,IT,2001,35-44,98,m
19781,IT,2002,35-44,127,m
19782,IT,2003,35-44,168,m
19783,IT,2004,35-44,115,m
19784,IT,2005,35-44,137,m
19785,IT,2006,35-44,197,m
19786,IT,2007,35-44,113,m
19787,IT,2008,35-44,137,m
19803,JM,1995,35-44,9,m
19804,JM,1996,35-44,12,m
19805,JM,1997,35-44,16,m
19806,JM,1998,35-44,9,m
19807,JM,1999,35-44,6,m
19808,JM,2000,35-44,13,m
19809,JM,2001,35-44,21,m
19810,JM,2002,35-44,8,m
19811,JM,2003,35-44,14,m
19812,JM,2004,35-44,4,m
19813,JM,2005,35-44,6,m
19814,JM,2006,35-44,9,m
19815,JM,2007,35-44,7,m
19816,JM,2008,35-44,10,m
19832,JO,1995,35-44,17,m
19833,JO,1996,35-44,17,m
19834,JO,1997,35-44,11,m
19835,JO,1998,35-44,7,m
19836,JO,1999,35-44,16,m
19837,JO,2000,35-44,13,m
19838,JO,2001,35-44,10,m
19839,JO,2002,35-44,11,m
19840,JO,2003,35-44,17,m
19841,JO,2004,35-44,14,m
19842,JO,2005,35-44,9,m
19843,JO,2006,35-44,16,m
19844,JO,2007,35-44,14,m
19845,JO,2008,35-44,3,m
19861,JP,1995,35-44,995,m
19862,JP,1996,35-44,843,m
19863,JP,1997,35-44,798,m
19864,JP,1998,35-44,724,m
19865,JP,1999,35-44,706,m
19866,JP,2000,35-44,676,m
19867,JP,2001,35-44,632,m
19868,JP,2002,35-44,579,m
19869,JP,2003,35-44,550,m
19870,JP,2004,35-44,599,m
19871,JP,2005,35-44,605,m
19872,JP,2006,35-44,529,m
19873,JP,2007,35-44,512,m
19874,JP,2008,35-44,456,m
19888,KE,1995,35-44,1675,m
19889,KE,1996,35-44,2097,m
19890,KE,1997,35-44,2333,m
19891,KE,1998,35-44,2983,m
19892,KE,1999,35-44,3349,m
19893,KE,2000,35-44,3548,m
19894,KE,2001,35-44,3903,m
19895,KE,2002,35-44,4306,m
19896,KE,2003,35-44,4560,m
19897,KE,2004,35-44,5142,m
19898,KE,2005,35-44,5069,m
19899,KE,2006,35-44,4975,m
19900,KE,2007,35-44,4959,m
19901,KE,2008,35-44,4924,m
19917,KG,1995,35-44,165,m
19918,KG,1996,35-44,156,m
19919,KG,1997,35-44,349,m
19920,KG,1998,35-44,141,m
19921,KG,1999,35-44,244,m
19922,KG,2000,35-44,205,m
19923,KG,2001,35-44,217,m
19924,KG,2002,35-44,233,m
19925,KG,2003,35-44,241,m
19926,KG,2004,35-44,265,m
19927,KG,2005,35-44,269,m
19928,KG,2006,35-44,245,m
19929,KG,2007,35-44,186,m
19930,KG,2008,35-44,190,m
19946,KH,1995,35-44,1147,m
19947,KH,1996,35-44,1363,m
19949,KH,1998,35-44,1477,m
19950,KH,1999,35-44,1734,m
19951,KH,2000,35-44,1618,m
